PunkteGesamt;PunkteJury;PunkteTelevoting;Jahr;Show;Datum;Semi;Startnummer;Land;Interpret;Songtitel;WoerterSongtitel;Blasinstrument;Schlaginstrument;Streichinstrument;Tasteninstrument;Zupfinstrument;ZahlGesamt;ZahlHaupt;ZahlmHaupt;ZahlwHaupt;ZahlmGesamt;ZahlwGesamt;Geschlecht1;Geschlecht2;Geburtsdatum1;Geburtsdatum2;Geburtsdatum3;Geburtsdatum4;Geburtsdatum5;Geburtsdatum6;Alter;Mitverfasser;Vorentscheid;VETeilnehmer;Veroeffentlichung;Dauer;Kuerzel;Englisch;Landessprache;Liebe;Krieg;Gleichberechtigung;Woerterzahl;WoerterHaupt;WoerterNeben;Titelzahl;TitelHaupt;TitelNeben;RaengeQuoten;normiert;WettquoteFinale;WettquoteSemi;Finalquoten;letztesJahrFinale;AbstimmendeLaender;Grenznachbarn;Sprachnachbarn;Flaeche;Einwohner;BIP;Frauenquote;Touristen;TouriproEinw;Festnetzanschluesse;Mobilfunkvertraege
177;107;70;2018;13;08.05.2018;1;10;Bulgarien;EQUINOX;Bones;1;0;0;0;0;0;5;5;4;1;4;1;Gruppe;gemischt;20.10.1985;03.04.1990;NA;NA;NA;NA;30,32169747;1;0;0;12.03.2018;57;20181Bgr;1;0;1;0;0;220;220;0;13;13;0;5;8,0112;NA;1,1;13;1;21;2;0;111000;7025037;9427,73043;23,75;12368000;1,760560122;15,88846119;118,9396801
65;20;45;2018;13;08.05.2018;1;8;Belarus;ALEKSEEV;Forever;1;0;0;0;0;0;2;1;1;0;1;1;männlich;männlich;18.05.1993;NA;NA;NA;NA;NA;24,97193703;0;1;9;16.02.2018;81;20181Blr;1;0;1;0;0;262;262;0;6;6;0;14;2,5401;NA;3;41;1;21;1;0;207600;9483499;6330,075246;34,54545455;11502000;1,212843487;47,48760052;122,925228
86;59;27;2018;13;08.05.2018;1;17;Schweiz;ZiBBZ;Stones;1;0;1;0;1;0;2;2;1;1;1;1;Gruppe;gemischt;06.06.1985;03.11.1987;NA;NA;NA;NA;31,71526352;1;1;5;04.02.2018;93;20181Che;1;0;0;1;0;338;320;18;14;14;0;8;0,2079;NA;1,5;501;0;21;1;3;41290,39;8514329;86429,50082;32,5;11715000;1,375915824;38,37825817;126,5434466
262;89;173;2018;13;08.05.2018;1;19;Zypern;Eleni Foureira;Fuego;1;0;0;0;0;0;5;1;0;1;0;5;weiblich;weiblich;07.03.1987;NA;NA;NA;NA;NA;31,17043121;0;0;0;02.03.2018;67;20181Cyp;1;0;0;0;1;316;316;0;8;8;0;1;1,0311;NA;1,01;101;1;21;0;1;9250;1189262;29089,47133;17,85714286;4024000;3,383611013;36,05172414;138,900486
232;98;134;2018;13;08.05.2018;1;5;Tschechien;Mikolas Josef;Lie to Me;3;1;0;0;0;0;3;1;1;0;3;0;männlich;männlich;04.10.1995;NA;NA;NA;NA;NA;22,5927447;1;1;5;29.01.2018;99;20181Cze;1;0;1;0;0;443;430;13;26;14;12;3,5;12,2524;NA;1,05;8,5;0;21;1;0;78870;10629928;23419,73561;22;36268000;3,411876355;14,1757715;119,1135078
201;81;120;2018;13;08.05.2018;1;9;Estland;Elina Nechayeva;La forza;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;10.11.1991;NA;NA;NA;NA;NA;26,49144422;1;1;19;03.03.2018;66;20181Est;0;0;0;0;0;91;91;0;2;2;0;3,5;17,3575;NA;1,05;6;0;21;0;0;45340;1321977;23159,39249;26,73267327;6033000;4,563619488;26,1308318;145,4384241
108;35;73;2018;13;08.05.2018;1;15;Finnland;Saara Aalto;Monsters;1;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;02.05.1987;NA;NA;NA;NA;NA;31,01711157;1;1;2;03.03.2018;66;20181Fin;1;0;0;0;0;281;279;2;3;2;1;9;3,0631;NA;1,57;34;0;21;0;0;338450;5515525;50013,2942;42;3224000;0,584531844;5,848719873;129,4685668
81;28;53;2018;13;08.05.2018;1;14;Griechenland;Yianni Terzi;Oniro Mou;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;01.12.1980;NA;NA;NA;NA;NA;37,43189596;1;0;0;16.02.2018;81;20181Grc;0;1;1;0;0;185;185;0;1;1;0;11;4,0056;NA;1,66;26;1;21;3;1;131960;10732882;19765,99645;18,66666667;33072000;3,081371807;48,26044744;115,6669118
63;46;17;2018;13;08.05.2018;1;12;Kroatien;Franka;Crazy;1;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;07.06.1992;NA;NA;NA;NA;NA;25,91649555;1;0;0;07.03.2018;62;20181Hrv;1;0;1;0;0;199;199;0;11;11;0;17;1,0311;NA;5;101;1;21;0;1;88070;4087843;15014,08502;18,54304636;57668000;14,10719541;32,61621521;105,5834549
179;71;108;2018;13;08.05.2018;1;18;Irland;Ryan O'Shaughnessy;Together;1;0;0;0;1;1;4;1;1;0;3;1;männlich;männlich;27.09.1992;NA;NA;NA;NA;NA;25,60985626;1;0;0;09.03.2018;60;20181Irl;1;1;1;0;0;258;258;0;8;8;0;15,5;1,0311;NA;4;101;0;21;1;1;70280;4867316;79297,7292;22,15189873;10926000;2,244768986;37,95981895;103,1710486
15;15;0;2018;13;08.05.2018;1;2;Island;Ari Ólafsson;Our Choice;2;0;0;0;0;0;6;1;1;0;3;3;männlich;männlich;21.05.1998;NA;NA;NA;NA;NA;19,96440794;0;1;11;03.03.2018;66;20181Isl;1;0;1;0;1;215;215;0;0;0;0;19;0,2079;NA;19;501;0;21;0;0;103000;352721;74348,36228;38,0952381;2488000;7,053733688;40,60223395;122,1696222
283;167;116;2018;13;08.05.2018;1;7;Israel;Netta;Toy;1;0;0;0;0;0;4;1;0;1;0;4;weiblich;weiblich;22.01.1993;NA;NA;NA;NA;NA;25,28952772;0;0;0;10.03.2018;59;20181Isr;1;0;0;0;1;363;336;27;16;9;7;2;34,7151;NA;1,04;3;1;21;0;0;22070;8882800;41704,82857;27,5;4389000;0,494100959;38,17925063;127,6618693
119;57;62;2018;13;08.05.2018;1;6;Litauen;Ieva Zasimauskaite;When We're Old;3;0;0;0;0;0;2;1;0;1;1;1;weiblich;weiblich;02.07.1993;NA;NA;NA;NA;NA;24,84873374;0;1;49;11.03.2018;58;20181Ltu;1;0;1;0;0;209;209;0;4;4;0;6;1,0311;NA;1,14;101;0;21;1;0;65290;2801543;19166,81227;21,27659574;6115000;2,182725734;15,2454749;163,8703457
24;18;6;2018;13;08.05.2018;1;11;Nordmazedonien;Eye Cue;Lost and Found;3;0;1;0;0;1;6;2;1;1;2;4;Gruppe;gemischt;03.10.1983;09.09.1997;NA;NA;NA;NA;27,62765229;1;0;0;11.03.2018;58;20181Mkd;1;0;1;0;0;349;341;8;1;1;0;18;1,0311;NA;10;101;0;21;3;1;25710;2082957;6087,468311;38,33333333;707000;0,339421313;18,38256863;94,53430868
212;130;82;2018;14;10.05.2018;1;9;Australien;Jessica Mauboy;We Got Love;3;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;04.08.1989;NA;NA;NA;NA;NA;28,76386037;1;0;0;09.03.2018;62;20182Aus;1;1;1;1;1;297;290;7;18;14;4;5,5;15,7557;NA;1,11;17;1;20;0;1;7741220;24982688;57354,96405;28,66666667;9246000;0,370096284;32,93417118;111,012255
204;40;164;2018;14;10.05.2018;1;5;Dänemark;Rasmussen;Higher Ground;2;0;0;0;0;0;5;1;1;0;5;0;männlich;männlich;21.01.1985;NA;NA;NA;NA;NA;33,29774127;0;1;9;10.02.2018;89;20182Dnk;1;0;0;1;0;253;253;0;8;5;3;4;5,2519;NA;1,07;51;1;20;2;1;42920;5793636;61598,5367;37,4301676;30801000;5,316350561;19,50419723;125,4530064
24;11;13;2018;14;10.05.2018;1;10;Georgien;Ethno-Jazz Band Iriao;For You;2;0;0;0;1;1;5;3;3;0;5;0;Gruppe;männlich;15.04.1980;15.04.1984;15.04.1986;NA;NA;NA;34,73420032;1;0;0;13.03.2018;58;20182Geo;0;1;1;1;0;97;97;0;0;0;0;16,5;1,0671;NA;6;251;0;20;1;3;69700;3726549;4722,787783;16;7203000;1,932887505;15,09759572;136,380667
111;23;88;2018;14;10.05.2018;1;13;Ungarn;AWS;Viszlát Nyár;2;0;1;0;0;1;5;5;5;0;5;0;Gruppe;männlich;02.05.1992;16.09.1990;06.09.1991;NA;NA;NA;26,78074378;1;1;29;24.02.2018;75;20182Hun;0;1;0;0;0;169;164;5;5;4;1;7;1,0671;NA;1,2;251;1;20;4;1;93030;9775564;16411,44111;12,56281407;57667000;5,899096973;31,72526724;103,4451716
106;92;14;2018;14;10.05.2018;1;14;Lettland;Laura Rizzotto;Funny Girl;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;18.07.1994;NA;NA;NA;NA;NA;23,8110883;1;1;20;24.02.2018;75;20182Lva;1;0;1;0;0;371;371;0;5;5;0;13,5;2,6519;NA;3;101;0;20;1;0;64570;1927174;17849,5593;31;7775000;4,034404781;13,80449364;107,3489247
235;82;153;2018;14;10.05.2018;1;7;Moldawien;DoReDoS;My Lucky Day;3;0;0;0;0;0;6;3;2;1;4;2;Gruppe;gemischt;15.10.1986;02.04.1993;03.05.1993;NA;NA;NA;27,22975131;0;1;15;24.02.2018;75;20182Mda;1;0;1;0;0;305;305;0;1;1;0;5,5;1,7738;NA;1,11;151;1;20;2;5;33850;2708214;4230,363037;22,77227723;160000;0,059079526;27,34983504;89,75768174
101;93;8;2018;14;10.05.2018;1;12;Malta;Christabelle;Taboo;1;0;0;0;0;0;2;1;0;1;0;2;weiblich;weiblich;28.04.1992;NA;NA;NA;NA;NA;26,03148528;1;1;15;03.02.2018;96;20182Mlt;1;1;0;0;0;300;294;6;12;12;0;10;1,0671;NA;1,61;251;0;20;0;1;320;484630;30672,29224;11,94029851;3232000;6,66900522;58,15325283;140,2039395
40;23;17;2018;14;10.05.2018;1;16;Montenegro;Vanja Radovanovic;Inje;1;0;0;0;1;0;6;1;1;0;2;4;männlich;männlich;28.10.1982;NA;NA;NA;NA;NA;35,53182752;1;1;4;17.02.2018;82;20182Mne;0;1;1;0;0;129;129;0;2;2;0;16,5;0,5346;NA;6;501;0;20;1;0;13810;622227;8850,094631;23,45679012;2077000;3,338010083;27,53703754;180,6938097
174;127;47;2018;14;10.05.2018;1;8;Niederlande;Waylon;Outlaw in 'Em;3;0;1;0;0;1;5;1;1;0;5;0;männlich;männlich;20.04.1980;NA;NA;NA;NA;NA;38,05338809;1;0;0;02.03.2018;69;20182Nld;1;0;0;0;0;264;264;0;7;7;0;8;12,7546;NA;1,36;21;1;20;1;0;41540;17231624;53018,62936;36;18780000;1,08985665;34,58471379;123,7312099
266;133;133;2018;14;10.05.2018;1;1;Norwegen;Alexander Rybak;That's How You Write A Song;6;0;0;1;0;0;5;1;1;0;3;2;männlich;männlich;13.05.1986;NA;NA;NA;NA;NA;31,99178645;1;1;9;10.03.2018;61;20182Nor;1;0;0;0;0;291;287;4;11;10;1;1,5;24,3497;NA;1,01;11;1;20;2;0;625221,59;5311916;82267,80932;41,42011834;5688000;1,070800065;10,59048378;107,1737116
81;21;60;2018;14;10.05.2018;1;11;Polen;Gromee feat. Lukas Meijer;Light Me Up;3;0;0;0;0;1;6;2;2;0;3;3;Gruppe;männlich;14.12.1978;21.08.1988;NA;NA;NA;NA;34,55989049;1;1;9;03.03.2018;68;20182Pol;1;0;1;0;0;288;288;0;18;16;2;9;2,6519;NA;1,5;101;1;20;3;2;312690;37974750;15468,40941;28,04347826;85946000;2,263240706;17,33905581;127,3299496
107;67;40;2018;14;10.05.2018;1;2;Rumänien;The Humans;Goodbye;1;0;1;1;1;1;6;1;0;1;4;2;weiblich;weiblich;22.02.1988;NA;NA;NA;NA;NA;30,21218344;1;1;58;25.02.2018;74;20182Rou;1;0;1;0;0;167;167;0;3;3;0;12;2,6519;NA;2,25;101;1;20;4;2;238400;19473970;12398,98198;20,66869301;11720000;0,601829006;18,76334774;116,0354133
65;14;51;2018;14;10.05.2018;1;6;Russland;Julia Samoylova;I Won't Break;3;0;0;0;0;0;6;1;0;1;2;4;weiblich;weiblich;07.04.1989;NA;NA;NA;NA;NA;29,08966461;0;0;0;11.03.2018;60;20182Rus;1;0;0;0;0;238;238;0;7;7;0;13,5;6,5328;NA;3;41;0;20;5;3;17098250;144477859;11287,35528;15,77777778;24551000;0,169929152;20,65975074;157,431312
28;14;14;2018;14;10.05.2018;1;4;San Marino;Jessika feat. Jenifer Brening;Who We Are;3;0;0;0;0;0;4;2;0;2;0;4;Gruppe;weiblich;27.02.1989;15.12.1996;NA;NA;NA;NA;25,29774127;0;1;21;03.03.2018;68;20182Smr;1;0;0;0;0;396;396;0;6;5;1;18;0,5346;NA;11;501;0;20;1;2;60;33784;48996,59225;26,66666667;1874000;55,47004499;48,83824182;113,9558976
117;45;72;2018;14;10.05.2018;1;3;Serbien;Sanja Ilic & Balkanika;Nova Deca;2;1;1;0;0;0;6;4;1;3;3;3;Gruppe;gemischt;25.11.1995;NA;NA;NA;NA;NA;22,45585216;1;1;16;20.02.2018;79;20182Srb;0;1;0;1;0;175;175;0;3;3;0;15;1,0671;NA;5;251;0;20;3;4;88360;6982604;7252,401858;34,4;1711000;0,245037525;29,24869876;95,78099081
132;67;65;2018;14;10.05.2018;1;17;Slowenien;Lea Sirk;Hvala, ne!;2;0;0;0;0;0;5;1;0;1;0;5;weiblich;weiblich;01.09.1989;NA;NA;NA;NA;NA;28,68720055;1;1;15;24.02.2018;75;20182Svn;0;1;1;0;0;287;287;0;11;11;0;11;0,5346;NA;2,1;501;0;20;2;2;20480;2073894;26103,16026;24,44444444;4425000;2,133667391;34,78453796;118,6742271
254;171;83;2018;14;10.05.2018;1;15;Schweden;Benjamin Ingrosso;Dance You Off;3;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;14.09.1997;NA;NA;NA;NA;NA;20,65160849;1;1;27;10.03.2018;61;20182Swe;1;0;1;0;0;388;353;35;6;3;3;1,5;15,7557;NA;1,01;17;1;20;2;0;447430;10175214;54589,06039;46,13180516;7440000;0,731188553;21,70067746;126,6219452
179;65;114;2018;14;10.05.2018;1;18;Ukraine;MELOVIN;Under the Ladder;3;0;0;0;1;0;5;1;1;0;3;2;männlich;männlich;11.04.1997;NA;NA;NA;NA;NA;21,07871321;1;1;17;24.02.2018;75;20182Ukr;1;0;0;0;0;277;269;8;2;2;0;3;3,9977;NA;1,05;67;1;20;5;4;603550;44622518;3096,817402;12,29314421;14342000;0,321407232;14,38824117;127,753861
184;126;58;2018;15;12.05.2018;0;12;Albanien;Eugent Bushpepa;Mall;1;0;1;0;0;1;6;1;1;0;4;2;männlich;männlich;02.07.1984;NA;NA;NA;NA;NA;33,85900068;1;1;21;23.12.2017;140;20183Alb;0;1;1;0;0;184;181;3;1;1;0;24;0,3199;201;NA;251;0;42;3;2;28750;2866376;5284,380184;27,85714286;5927000;2,067767802;8,62481528;94,17699827
99;90;9;2018;15;12.05.2018;0;16;Australien;Jessica Mauboy;We Got Love;3;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;04.08.1989;NA;NA;NA;NA;NA;28,76933607;1;0;0;09.03.2018;64;20183Aus;1;1;1;1;1;286;279;7;16;16;0;7;4,7236;29;NA;17;1;42;0;3;7741220;24982688;57354,96405;28,66666667;9246000;0,370096284;32,93417118;111,012255
342;271;71;2018;15;12.05.2018;0;5;Österreich;Cesár Sampson;Nobody but You;3;0;0;0;0;0;6;1;1;0;4;2;männlich;männlich;18.08.1983;NA;NA;NA;NA;NA;34,73237509;1;0;0;09.03.2018;64;20183Aut;1;0;1;0;0;324;309;15;9;7;2;21;1,9586;151;NA;41;1;42;6;8;83879;8840521;51453,14702;34,42622951;30816000;3,485767411;42,01083115;123,5352681
166;100;66;2018;15;12.05.2018;0;18;Bulgarien;EQUINOX;Bones;1;0;0;0;0;0;5;5;4;1;4;1;Gruppe;gemischt;20.10.1985;03.04.1990;NA;NA;NA;NA;30,33264887;1;0;0;12.03.2018;61;20183Bgr;1;0;1;0;0;257;257;0;13;12;1;16,5;6,177;101;NA;13;1;42;4;0;111000;7025037;9427,73043;23,75;12368000;1,760560122;15,88846119;118,9396801
436;183;253;2018;15;12.05.2018;0;25;Zypern;Eleni Foureira;Fuego;1;0;0;0;0;0;5;1;0;1;0;5;weiblich;weiblich;07.03.1987;NA;NA;NA;NA;NA;31,18138261;0;0;0;02.03.2018;71;20183Cyp;1;0;0;0;1;316;316;0;8;8;0;1;0,7951;2,2;NA;101;1;42;0;1;9250;1189262;29089,47133;17,85714286;4024000;3,383611013;36,05172414;138,900486
281;66;215;2018;15;12.05.2018;0;14;Tschechien;Mikolas Josef;Lie to Me;3;1;0;0;0;0;3;1;1;0;3;0;männlich;männlich;04.10.1995;NA;NA;NA;NA;NA;22,6036961;1;1;5;29.01.2018;103;20183Cze;1;0;1;0;0;443;430;13;26;14;12;14;9,4471;67;NA;8,5;0;42;3;0;78870;10629928;23419,73561;22;36268000;3,411876355;14,1757715;119,1135078
340;204;136;2018;15;12.05.2018;0;11;Deutschland;Michael Schulte;You Let Me Walk Alone;5;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;30.04.1990;NA;NA;NA;NA;NA;28,03285421;1;1;5;22.02.2018;79;20183Deu;1;0;0;0;0;298;298;0;0;0;0;3;1,9586;6,5;NA;41;1;42;8;6;357580;82905782;47787,16051;30,74753173;38881000;0,468978147;51,12817752;129,3242137
226;38;188;2018;15;12.05.2018;0;15;Dänemark;Rasmussen;Higher Ground;2;0;0;0;0;0;5;1;1;0;5;0;männlich;männlich;21.01.1985;NA;NA;NA;NA;NA;33,30321697;0;1;9;10.02.2018;91;20183Dnk;1;0;0;1;0;259;253;6;8;5;3;18,5;1,5745;126;NA;51;1;42;2;1;42920;5793636;61598,5367;37,4301676;30801000;5,316350561;19,50419723;125,4530064
61;43;18;2018;15;12.05.2018;0;2;Spanien;Amaia y Alfred;Tu Canción;2;0;0;0;0;0;2;2;1;1;1;1;Gruppe;gemischt;14.03.1997;03.01.1999;NA;NA;NA;NA;20,25735797;0;1;8;29.01.2018;103;20183Esp;0;1;1;0;0;156;156;0;1;1;0;21;3,0885;151;NA;26;1;42;2;0;505957,289;46797754;30374,52104;39,14285714;124456000;2,65944387;41,72878216;115,9942148
245;143;102;2018;15;12.05.2018;0;6;Estland;Elina Nechayeva;La forza;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;10.11.1991;NA;NA;NA;NA;NA;26,50239562;1;1;19;03.03.2018;70;20183Est;0;0;0;0;0;91;91;0;2;2;0;6;13,3834;26;NA;6;0;42;2;0;45340;1321977;23159,39249;26,73267327;6033000;4,563619488;26,1308318;145,4384241
46;23;23;2018;15;12.05.2018;0;17;Finnland;Saara Aalto;Monsters;1;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;02.05.1987;NA;NA;NA;NA;NA;31,02806297;1;1;2;03.03.2018;70;20183Fin;1;0;0;0;0;284;281;3;3;2;1;14;2,3618;67;NA;34;0;42;3;1;338450;5515525;50013,2942;42;3224000;0,584531844;5,848719873;129,4685668
173;114;59;2018;15;12.05.2018;0;13;Frankreich;Madame Monsieur;Mercy;1;0;0;0;0;1;2;2;1;1;1;1;Gruppe;gemischt;23.10.1986;22.06.1982;NA;NA;NA;NA;33,71937029;1;1;17;27.02.2018;74;20183Fra;0;1;0;1;0;214;214;0;28;28;0;11;2,3618;51;NA;34;1;42;5;3;549087;67101930;41526,41466;39,58333333;211998000;3,159342809;58,67318077;108,357357
48;23;25;2018;15;12.05.2018;0;9;Großbritannien;SuRie;Storm;1;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;18.02.1989;NA;NA;NA;NA;NA;29,22655715;0;1;5;07.02.2018;94;20183Gbr;1;1;0;0;0;241;234;7;16;15;1;5;0,7951;19;NA;101;1;42;1;3;243610;66460344;42992,80372;32,15384615;40283000;0,606120847;46,8963513;118,3646213
93;28;65;2018;15;12.05.2018;0;21;Ungarn;AWS;Viszlát Nyár;2;0;1;0;0;1;5;5;5;0;5;0;Gruppe;männlich;02.05.1992;16.09.1990;06.09.1991;NA;NA;NA;26,78621948;1;1;29;24.02.2018;77;20183Hun;0;1;0;0;0;169;164;5;5;4;1;16,5;0,3199;101;NA;251;1;42;6;2;93030;9775564;16411,44111;12,56281407;57667000;5,899096973;31,72526724;103,4451716
136;74;62;2018;15;12.05.2018;0;24;Irland;Ryan O'Shaughnessy;Together;1;0;0;0;1;1;4;1;1;0;3;1;männlich;männlich;27.09.1992;NA;NA;NA;NA;NA;25,62080767;1;0;0;09.03.2018;64;20183Irl;1;1;1;0;0;258;258;0;8;8;0;4;0,7951;12;NA;101;0;42;1;3;70280;4867316;79297,7292;22,15189873;10926000;2,244768986;37,95981895;103,1710486
529;212;317;2018;15;12.05.2018;0;22;Israel;Netta;Toy;1;0;0;0;0;0;4;1;0;1;0;4;weiblich;weiblich;22.01.1993;NA;NA;NA;NA;NA;25,30047912;0;0;0;10.03.2018;63;20183Isr;1;0;0;0;1;367;340;27;16;9;7;2;26,7669;3,25;NA;3;1;42;0;0;22070;8882800;41704,82857;27,5;4389000;0,494100959;38,17925063;127,6618693
308;59;249;2018;15;12.05.2018;0;26;Italien;Ermal Meta e Fabrizio Moro;Non mi avete fatto niente;5;0;0;0;0;0;2;2;2;0;2;0;Gruppe;männlich;20.04.1981;09.04.1975;NA;NA;NA;NA;40,0752909;1;1;19;10.02.2018;91;20183Ita;0;1;0;1;0;368;368;0;7;7;0;11;2,3618;51;NA;34;1;42;5;9;302070;60421760;34608,6756;35,71428571;93228601,56;1,542964018;33,64260989;137,466947
181;90;91;2018;15;12.05.2018;0;4;Litauen;Ieva Zasimauskaite;When We're Old;3;0;0;0;0;0;2;1;0;1;1;1;weiblich;weiblich;02.07.1993;NA;NA;NA;NA;NA;24,85968515;0;1;49;11.03.2018;62;20183Ltu;1;0;1;0;0;209;209;0;4;4;0;8,5;0,7951;34;NA;101;0;42;4;0;65290;2801543;19166,81227;21,27659574;6115000;2,182725734;15,2454749;163,8703457
209;94;115;2018;15;12.05.2018;0;19;Moldawien;DoReDoS;My Lucky Day;3;0;0;0;0;0;6;3;2;1;4;2;Gruppe;gemischt;15.10.1986;02.04.1993;03.05.1993;NA;NA;NA;27,23522701;0;1;15;24.02.2018;77;20183Mda;1;0;1;0;0;306;306;0;1;1;0;14;0,5318;67;NA;151;1;42;2;6;33850;2708214;4230,363037;22,77227723;160000;0,059079526;27,34983504;89,75768174
121;89;32;2018;15;12.05.2018;0;23;Niederlande;Waylon;Outlaw in 'Em;3;0;1;0;0;1;5;1;1;0;5;0;männlich;männlich;20.04.1980;NA;NA;NA;NA;NA;38,05886379;1;0;0;02.03.2018;71;20183Nld;1;0;0;0;0;264;264;0;7;7;0;18,5;3,8238;126;NA;21;1;42;2;1;41540;17231624;53018,62936;36;18780000;1,08985665;34,58471379;123,7312099
144;60;84;2018;15;12.05.2018;0;7;Norwegen;Alexander Rybak;That's How You Write A Song;6;0;0;1;0;0;5;1;1;0;3;2;männlich;männlich;13.05.1986;NA;NA;NA;NA;NA;31,99726215;1;1;9;10.03.2018;63;20183Nor;1;0;0;0;0;287;283;4;11;10;1;11;7,3001;51;NA;11;1;42;3;0;625221,59;5311916;82267,80932;41,42011834;5688000;1,070800065;10,59048378;107,1737116
39;21;18;2018;15;12.05.2018;0;8;Portugal;Cláudia Pascoal;O Jardim;2;0;0;0;0;0;4;2;0;2;0;2;Gruppe;weiblich;12.10.1994;NA;NA;NA;NA;NA;23,58110883;1;1;24;04.03.2018;69;20183Prt;0;1;1;0;0;139;139;0;0;0;0;24;1,9586;201;NA;41;1;42;1;0;92225,6;10283822;23551,04829;34,7826087;16186000;1,573928448;49,47074416;115,6330424
113;38;75;2018;15;12.05.2018;0;10;Serbien;Sanja Ilic & Balkanika;Nova Deca;2;1;1;0;0;0;6;4;1;3;3;3;Gruppe;gemischt;25.11.1995;NA;NA;NA;NA;NA;22,46132786;1;1;16;20.02.2018;81;20183Srb;0;1;0;1;0;176;176;0;3;3;0;21;0,3199;151;NA;251;0;42;6;6;88360;6982604;7252,401858;34,4;1711000;0,245037525;29,24869876;95,78099081
64;41;23;2018;15;12.05.2018;0;3;Slowenien;Lea Sirk;Hvala, ne!;2;0;0;0;0;0;5;1;0;1;0;5;weiblich;weiblich;01.09.1989;NA;NA;NA;NA;NA;28,69267625;1;1;15;24.02.2018;77;20183Svn;0;1;1;0;0;290;290;0;10;10;0;26;0,1603;301;NA;501;0;42;4;5;20480;2073894;26103,16026;24,44444444;4425000;2,133667391;34,78453796;118,6742271
274;253;21;2018;15;12.05.2018;0;20;Schweden;Benjamin Ingrosso;Dance You Off;3;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;14.09.1997;NA;NA;NA;NA;NA;20,65708419;1;1;27;10.03.2018;63;20183Swe;1;0;1;0;0;388;354;34;6;3;3;8,5;4,7236;34;NA;17;1;42;3;1;447430;10175214;54589,06039;46,13180516;7440000;0,731188553;21,70067746;126,6219452
130;11;119;2018;15;12.05.2018;0;1;Ukraine;MELOVIN;Under the Ladder;3;0;0;0;1;0;5;1;1;0;3;2;männlich;männlich;11.04.1997;NA;NA;NA;NA;NA;21,08418891;1;1;17;24.02.2018;77;20183Ukr;1;0;0;0;0;279;271;8;2;2;0;24;1,1985;201;NA;67;1;42;6;5;603550;44622518;3096,817402;12,29314421;14342000;0,321407232;14,38824117;127,753861
261;121;140;2019;16;14.05.2019;1;12;Australien;KATE MILLER-HEIDKE;Zero Gravity;2;0;0;0;0;0;3;1;0;1;0;3;weiblich;weiblich;16.11.1981;NA;NA;NA;NA;NA;37,48939083;1;1;9;09.02.2019;94;20191Aus;1;1;0;0;0;207;191;16;7;7;0;1,5;4,3508;NA;1;81;1;19;0;0;7741220;25365745;55057,2047;30,46357616;9466000;0,373180445;31,02780846;110,6208823
70;50;20;2019;16;14.05.2019;1;10;Belgien;ELIOT;Wake Up;2;0;1;0;0;0;3;1;1;0;2;1;männlich;männlich;29.12.2000;NA;NA;NA;NA;NA;18,37097878;1;0;0;28.02.2019;75;20191Bel;1;0;0;1;0;209;209;0;1;1;0;11;4,3508;NA;2,1;81;0;19;1;2;30530;11488980;46414,43523;42;9343000;0,813214054;34,06099558;99,7421427
122;78;44;2019;16;14.05.2019;1;8;Belarus;ZENA;Like It;2;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;17.09.2002;NA;NA;NA;NA;NA;16,65434634;0;1;9;07.03.2019;68;20191Blr;1;0;0;0;0;458;427;31;35;26;9;12,5;1,7533;NA;2,2;201;0;19;1;1;207600;9417849;6839,103833;40;11832000;1,256337833;47,09003872;123,0082886
149;95;54;2019;16;14.05.2019;1;1;Zypern;TAMTA;Replay;1;0;0;0;0;0;5;1;0;1;4;1;weiblich;weiblich;10.01.1981;NA;NA;NA;NA;NA;38,33812457;0;0;0;05.03.2019;70;20191Cyp;1;0;1;0;0;288;287;1;21;21;0;3,5;20,7302;NA;1,03;17;1;19;0;1;9250;1198574;28288,46158;17,85714286;4117000;3,434915158;37,48137005;143,849919
242;157;85;2019;16;14.05.2019;1;6;Tschechien;LAKE MALAWI;Friend of a Friend;4;0;1;0;0;1;3;3;3;0;3;0;Gruppe;männlich;17.02.1989;14.09.1994;NA;NA;NA;NA;27,44832307;1;1;7;28.01.2019;106;20191Cze;1;0;0;0;0;355;346;9;21;16;5;5;4,3508;NA;1,05;81;1;19;1;0;78870;10671870;23490,39846;22,5;38145375;3,574385276;13,97834957;122,5662254
